ID;imdbID;Title;Year;Type;Poster;Plot;Director;Actors;Genre;Runtime;Rated;Released;imdbRating;searchTerms
26d47e19-d1e3-4648-9869-2c7ad6d5960b;tt0114369;Seven (Se7en);1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg;A 1995 documentary, war film starring various actors.;Unknown;Unknown;Documentary, War;90 min;PG;01 Jan 1995;7.0;seven (se7en) 1995 documentary, war
d600f4d2-bb99-4a34-b0a7-c4a1dc32f45f;tt0114814;Usual Suspects, The;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg;A 1995 documentary, war film starring various actors.;Unknown;Unknown;Documentary, War;90 min;PG;01 Jan 1995;7.0;usual suspects, the 1995 documentary, war
30f9773c-de8f-475a-99a6-f2279ebb4400;tt0113819;Mighty Aphrodite;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg;A 1995 crime film starring various actors.;Unknown;Unknown;Crime;90 min;PG;01 Jan 1995;7.0;mighty aphrodite 1995 crime
b5b93ecc-0bea-4466-8ce7-dcacc8ef6c86;tt0110877;Postino, Il;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmNjkzOGItNmI4ZS00MDQ1LThhMzQtOTI3MThjOTI4Njg2XkEyXkFqcGdeQXVyMDUyOTUyNQ@@..jpg;A 1994 fantasy, sci-fi film starring various actors.;Unknown;Unknown;Fantasy, Sci-Fi;90 min;PG;01 Jan 1994;7.0;postino, il 1994 fantasy, sci-fi
e7c607a6-cbf8-4dbf-a60c-2530469221e6;tt0113862;Mr. Holland's Opus;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg;A 1995 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1995;7.0;mr. holland's opus 1995 fantasy
bb10ccf8-d6a3-4dc6-9f5a-bd186308343e;tt0113149;French Twist (Gazon maudit);1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzIyMjI1MV5BMl5BanBnXkFtZTgwMjkyMzUzMzE@..jpg;A 1995 crime, sci-fi film starring various actors.;Unknown;Unknown;Crime, Sci-Fi;90 min;PG;01 Jan 1995;7.0;french twist (gazon maudit) 1995 crime, sci-fi
0d7b37cd-6e71-490e-96fb-b636a5817588;tt0116367;From Dusk Till Dawn;1996;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1996 adventure, crime, documentary, musical, war film starring various actors.;Unknown;Unknown;Adventure, Crime, Documentary, Musical, War;90 min;PG;01 Jan 1996;7.0;from dusk till dawn 1996 adventure, crime, documentary, musical, war
cb0c58b1-7888-4289-9cb7-b971984aaddc;tt0112445;White Balloon, The;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5..jpg;A 1995 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1995;7.0;white balloon, the 1995 fantasy
c77769c0-258a-4c26-8590-2a54315ee498;tt0112379;Antonia's Line;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@..jpg;A 1995 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1995;7.0;antonia's line 1995 fantasy
508220a2-969a-4bba-878f-092891bb7176;tt0112365;Angels and Insects;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@..jpg;A 1995 fantasy, sci-fi film starring various actors.;Unknown;Unknown;Fantasy, Sci-Fi;90 min;PG;01 Jan 1995;7.0;angels and insects 1995 fantasy, sci-fi
195cd0bb-0b01-42e3-b0d3-53b7c2d2a6d2;tt0117110;Muppet Treasure Island;1996;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@..jpg;A 1996 adventure, animation, crime, mystery, war film starring various actors.;Unknown;Unknown;Adventure, Animation, Crime, Mystery, War;90 min;PG;01 Jan 1996;7.0;muppet treasure island 1996 adventure, animation, crime, mystery, war
c1cad75a-2cc8-4b24-b22a-814a8e355f14;tt0112573;Braveheart;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BODg4NzA0MTktOGU5ZS00ODlkLWE3ZmQtYjAzNjNmM2E3NmEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg;A 1995 adventure, fantasy, western film starring various actors.;Unknown;Unknown;Adventure, Fantasy, Western;90 min;PG;01 Jan 1995;7.0;braveheart 1995 adventure, fantasy, western
db167b2e-00be-4c5b-a9f4-ff1ab3236087;tt0075314;Taxi Driver;1976;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1976 fantasy, war film starring various actors.;Unknown;Unknown;Fantasy, War;90 min;PG;01 Jan 1976;7.0;taxi driver 1976 fantasy, war
869dda3a-9952-46d8-b506-0c39eca6f100;tt0113326;Rumble in the Bronx;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg;A 1995 adventure, animation, documentary film starring various actors.;Unknown;Unknown;Adventure, Animation, Documentary;90 min;PG;01 Jan 1995;7.0;rumble in the bronx 1995 adventure, animation, documentary
b851e501-76ea-45b3-b44b-c6cd2301bb7c;tt0115685;Birdcage, The;1996;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@..jpg;A 1996 crime film starring various actors.;Unknown;Unknown;Crime;90 min;PG;01 Jan 1996;7.0;birdcage, the 1996 crime
a29b30c5-43b1-4ae0-b1c0-b3a7ecfd3a9d;tt6155832;Brothers McMullen, The;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTFkZmQ5OWEtNjFmMC00ZTI2LWE0ZWUtN2VhOWE1MzdiOGJhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@..jpg;A 1995 crime film starring various actors.;Unknown;Unknown;Crime;90 min;PG;01 Jan 1995;7.0;brothers mcmullen, the 1995 crime
48e75ac5-032b-4ece-b13f-35893de4cc52;tt0112442;Bad Boys;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg;A 1995 adventure film starring various actors.;Unknown;Unknown;Adventure;90 min;PG;01 Jan 1995;7.0;bad boys 1995 adventure
f9f81822-0b5f-48d7-a594-00095a327f0a;tt0112384;Apollo 13;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg;A 1995 adventure, fantasy, war film starring various actors.;Unknown;Unknown;Adventure, Fantasy, War;90 min;PG;01 Jan 1995;7.0;apollo 13 1995 adventure, fantasy, war
3f58518f-e2d1-4f66-a7b3-130a544043ea;tt0112462;Batman Forever;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNWY3M2I0YzItNzA1ZS00MzE3LThlYTEtMTg2YjNiOTYzODQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1995 adventure, animation, crime, documentary film starring various actors.;Unknown;Unknown;Adventure, Animation, Crime, Documentary;90 min;PG;01 Jan 1995;7.0;batman forever 1995 adventure, animation, crime, documentary
e7081edd-1ec5-414a-839b-9aedd990b175;tt0061395;Belle de jour;1967;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg;A 1967 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1967;7.0;belle de jour 1967 fantasy
b30946fa-ceae-4d8a-b719-cdd1674347e3;tt0112740;Crimson Tide;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg;A 1995 fantasy, war, western film starring various actors.;Unknown;Unknown;Fantasy, War, Western;90 min;PG;01 Jan 1995;7.0;crimson tide 1995 fantasy, war, western
ba59f42f-070c-485b-9f37-e14c66eaec70;tt0109508;Crumb;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNThmZGJiYzctOTdhNS00ODhiLTg4NzctNDc1ZDRmOGU1MTJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@..jpg;A 1994 drama film starring various actors.;Unknown;Unknown;Drama;90 min;PG;01 Jan 1994;7.0;crumb 1994 drama
1b126daf-139a-476f-90b9-c3d7cbd4e96a;tt0112851;Desperado;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1995 adventure, sci-fi, war film starring various actors.;Unknown;Unknown;Adventure, Sci-Fi, War;90 min;PG;01 Jan 1995;7.0;desperado 1995 adventure, sci-fi, war
48fa38fd-f37c-4ee2-aad2-028a5a78f767;tt0112887;Doom Generation, The;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1995 crime, fantasy film starring various actors.;Unknown;Unknown;Crime, Fantasy;90 min;PG;01 Jan 1995;7.0;doom generation, the 1995 crime, fantasy
68814785-ebff-4337-86e2-9bcc9282c39a;tt0113114;Free Willy 2: The Adventure Home;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZWY3OWY3MjUtN2E3NS00M2RkLWI5MWUtMmI4MjQ0MjFmZjM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1995 animation, comedy, fantasy film starring various actors.;Unknown;Unknown;Animation, Comedy, Fantasy;90 min;PG;01 Jan 1995;7.0;free willy 2: the adventure home 1995 animation, comedy, fantasy
b226eac5-da2b-467f-bd62-e6b03bebc101;tt0113729;Mad Love;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNDE0NTQ1NjQzM15BMl5BanBnXkFtZTYwNDI4MDU5..jpg;A 1995 fantasy, sci-fi film starring various actors.;Unknown;Unknown;Fantasy, Sci-Fi;90 min;PG;01 Jan 1995;7.0;mad love 1995 fantasy, sci-fi
ae79cc4c-8691-43e5-bbec-a4640014a887;tt0110620;Nadja;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;nadja 1994 fantasy
942eb4da-1194-467b-bf81-4d48d0e79f06;tt0113957;Net, The;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYWU1YjQ3NTUtZjZkZi00ZDc5LTgyZTgtNzkxMTIzNzUwZGY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg;A 1995 thriller, war film starring various actors.;Unknown;Unknown;Thriller, War;90 min;PG;01 Jan 1995;7.0;net, the 1995 thriller, war
c710334b-195a-445e-bb67-3ae71c445704;tt0114558;Strange Days;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ2NTQ0NzgtODUzYy00NThlLWFhNDEtNjhkY2M0M2EwY2ZmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg;A 1995 adventure, documentary, thriller film starring various actors.;Unknown;Unknown;Adventure, Documentary, Thriller;90 min;PG;01 Jan 1995;7.0;strange days 1995 adventure, documentary, thriller
fca282a6-d9ff-4479-8ae6-f703d1f482b9;tt0114682;To Wong Foo, Thanks for Everything! Julie Newmar;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNzgxNTk0OF5BMl5BanBnXkFtZTcwOTAzNjgyMQ@@..jpg;A 1995 crime film starring various actors.;Unknown;Unknown;Crime;90 min;PG;01 Jan 1995;7.0;to wong foo, thanks for everything! julie newmar 1995 crime
7ed94727-6915-4b05-81c9-8b5a5629f2a7;tt0112508;Billy Madison;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyMjZmNjctNGNhMS00ZmQxLWFkNzQtYTIxYjVkYmU1NmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1995 crime film starring various actors.;Unknown;Unknown;Crime;90 min;PG;01 Jan 1995;7.0;billy madison 1995 crime
411499a0-3264-4257-b71f-c11a29e94827;tt0109445;Clerks;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 crime film starring various actors.;Unknown;Unknown;Crime;90 min;PG;01 Jan 1994;7.0;clerks 1994 crime
a530884f-d64f-4e61-b734-bb3ba722b301;tt0109635;Disclosure;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 fantasy, war film starring various actors.;Unknown;Unknown;Fantasy, War;90 min;PG;01 Jan 1994;7.0;disclosure 1994 fantasy, war
e0c87832-5fbd-40c5-9d20-51568707fdc5;tt0109642;Dolores Claiborne;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNzhkNjFlNDQtMDYxNy00NGU5LWE4YmItOWIyYzg5MTNmNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 fantasy, war film starring various actors.;Unknown;Unknown;Fantasy, War;90 min;PG;01 Jan 1994;7.0;dolores claiborne 1994 fantasy, war
b865f7a5-4812-467e-b146-75602906d2e2;tt0111797;Eat Drink Man Woman;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NTQxMjc5MV5BMl5BanBnXkFtZTcwMjYxODcxMQ@@..jpg;A 1994 crime, fantasy film starring various actors.;Unknown;Unknown;Crime, Fantasy;90 min;PG;01 Jan 1994;7.0;eat drink man woman 1994 crime, fantasy
93eef0dd-7ae2-4702-9c65-2d216acf06f7;tt0109759;Exotica;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMGIxN2NiMDYtYjQ0YS00M2ViLTkzYTUtNDdhYWZmOTM0ZmJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;exotica 1994 fantasy
bbfd5c72-8bcf-4954-8a04-3b517f006836;tt0109707;Ed Wood;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 crime, fantasy film starring various actors.;Unknown;Unknown;Crime, Fantasy;90 min;PG;01 Jan 1994;7.0;ed wood 1994 crime, fantasy
8eebcd68-a4c4-4309-a12e-82d02bc2d8f6;tt0110057;Hoop Dreams;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ1MDA0YWMtMDliZC00N2ZhLWIwZDItNjhjNTMzYTMwMWU4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 drama film starring various actors.;Unknown;Unknown;Drama;90 min;PG;01 Jan 1994;7.0;hoop dreams 1994 drama
5867c602-c744-49a2-b194-29ac9efcc7e7;tt0110099;I.Q.;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BN2VkMzZlMTctZjVlOS00NmQ1LTg1ZDItMDc5NzhlNDRhMjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 crime, sci-fi film starring various actors.;Unknown;Unknown;Crime, Sci-Fi;90 min;PG;01 Jan 1994;7.0;i.q. 1994 crime, sci-fi
e21568a5-a5a1-4b52-9f77-5e6114e8fab9;tt6855750;Star Wars;1977;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZmJmMTM5YzItOTU2OS00ZGUwLWI3MzgtMmYwMWY2YmFlM2Q1XkEyXkFqcGdeQXVyNjg3MDM4Mzc@..jpg;A 1977 adventure, animation, sci-fi, thriller, western film starring various actors.;Unknown;Unknown;Adventure, Animation, Sci-Fi, Thriller, Western;90 min;PG;01 Jan 1977;7.0;star wars 1977 adventure, animation, sci-fi, thriller, western
6ff53ab2-ca29-4185-b2ed-18affef0a12c;tt0110322;Legends of the Fall;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@..jpg;A 1994 fantasy, sci-fi, western film starring various actors.;Unknown;Unknown;Fantasy, Sci-Fi, Western;90 min;PG;01 Jan 1994;7.0;legends of the fall 1994 fantasy, sci-fi, western
46f584e7-ee84-4d67-9962-843b02867835;tt0110428;Madness of King George, The;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMzk0ODQyNV5BMl5BanBnXkFtZTcwODk0ODE1NA@@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;madness of king george, the 1994 fantasy
be782778-694d-4d20-9a83-61dce75fe521;tt0110632;Natural Born Killers;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@..jpg;A 1994 adventure, war film starring various actors.;Unknown;Unknown;Adventure, War;90 min;PG;01 Jan 1994;7.0;natural born killers 1994 adventure, war
b3884604-708b-469e-b92b-fff79af5f59c;tt0114069;Outbreak;1995;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1995 adventure, fantasy, war film starring various actors.;Unknown;Unknown;Adventure, Fantasy, War;90 min;PG;01 Jan 1995;7.0;outbreak 1995 adventure, fantasy, war
176603fe-87dd-43fc-896b-f7285842eeb3;tt0111942;Professional, The;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NzkwMTk0OF5BMl5BanBnXkFtZTcwMjYxMTI1MQ@@..jpg;A 1994 documentary, fantasy, sci-fi, war film starring various actors.;Unknown;Unknown;Documentary, Fantasy, Sci-Fi, War;90 min;PG;01 Jan 1994;7.0;professional, the 1994 documentary, fantasy, sci-fi, war
34041ab9-cb78-46fd-9166-25833644e356;tt0110912;Pulp Fiction;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMTA5OTAzMl5BMl5BanBnXkFtZTgwNjA5MDc3NjE@..jpg;A 1994 documentary, fantasy film starring various actors.;Unknown;Unknown;Documentary, Fantasy;90 min;PG;01 Jan 1994;7.0;pulp fiction 1994 documentary, fantasy
8c77d579-0905-4146-9cfb-e602d2a6e101;tt0110889;Priest;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYzAyYzQ0ODQtNzNhMi00NWVkLTk1YTItODE4Y2U4YmE0NDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;priest 1994 fantasy
10445410-3962-46c8-ae22-5386c14e28a5;tt0110932;Quiz Show;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;quiz show 1994 fantasy
25d80418-1f81-4228-88b9-754b079a13fb;tt0111495;Three Colors: Red;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;three colors: red 1994 fantasy
2a868747-2b7f-4b5d-b216-5e3de6cb1ffa;tt0108394;Three Colors: Blue;1993;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BZGJhNDdmMWMtNzZiYy00MmFiLThjNmUtYTE1ZjRkNjdjYmQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg;A 1993 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1993;7.0;three colors: blue 1993 fantasy
66bb203c-9ca3-4bc9-9833-366c1fc6acaf;tt0111507;Three Colors: White;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BNTliYTI1YTctMTE0Mi00NDM0LThjZDgtYmY3NGNiODBjZjAwXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg;A 1994 fantasy film starring various actors.;Unknown;Unknown;Fantasy;90 min;PG;01 Jan 1994;7.0;three colors: white 1994 fantasy
43d0f013-6c18-482d-a358-4f193b7b73f6;tt0111282;Stargate;1994;movie;https://images-na.ssl-images-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg;A 1994 adventure, animation, thriller film starring various actors.;Unknown;Unknown;Adventure, Animation, Thriller;90 min;PG;01 Jan 1994;7.0;stargate 1994 adventure, animation, thriller
